,0
2255,Wooo amazing trailer 
2256,Chills man chills 
2257,"This masterpiece belongs to our god shri ram.........
So definitely this will be a blockbuster."
2258,Looks like another blockbuster bomb  from Akshay sir .
2259,"Three magical words 
Jai Shree Ram "
2260,I hope Akshay Kumar will take no 1 position after this .  Jay shree ram ️️
2261,Looks actually incredible.
2262,Looks promising 
2263,Can't wait 
2264,Goosebumps  जय श्री राम 
2265,I love it..
2266,Awesome ️
2267,Goosebumps & energetic trailer 
2268,"Tollywood : Kartikaya 2
Bollywood : Ramsetu
( Hinduism  at it's top️ )"
2269,Come back akki paji 
2270,No boycott for this...first day first show... जय श्री राम 
2271,"Full support, if you keep glorifying the Truth (Sanatan Dharma).  "
2272,hope this time akshay kumar sir break the all record ️
2273,Looking good 
2274,I think it was being epic.️️️
2275,Amazing 
2276,Jai Shree Ram ️
2277,️
2278,"""इतिहास"" yes it's our glorious history "
2279,LOVED THE TRAILER!!!! MAKES TOTAL SENSE ABOUT THE MYTH-O-LOGY. #NotHistoryJustMythology
2280,This is the Akshay Kumar we want again
2281,"It will be one of the best films of Akshay Kumar ️️ 

JAI SHREE RAM"
2282,Adipurush se to  % behtar lag rhi movie  Jay Shri Ram ️️
2283,"It is important for us to make this type to movie to show the world about our rich culture & heritage. 
Jai shri ram"
2284,"Akshay Kumar THEN : Why do we waste so much milk on gods ?
Do you know the meaning of MANDIR ?

Akshay Kumar NOW : RAM RAM "
2285,Finally Akshay Kumar is doing something new and good content. Trailer looks promising and exciting. But it has huge responsibility in its shoulder. Hope we can see different Akshay Kumar than same repetitive which we see 4 times a year.
2286,"Awasome...
Itihas ka matlab samajhte ho?
It dose happened...
Absolutely..."
2287,"All time blockbuster 
No doubt "
2288,"Looks creative, hope they plot a sensible story in movie. Also, India must invest heavily in Archaeology and research on its past, there is so much hidden wealth in India which is still left to be explored by us."
2289,GOOSEBUMPS!!! #JaiShriRam 
2290,Two must watch films releasing on the same date - Ram Setu and Har Har Mahadev
2291,2:10 Goose bumps  Best scene
2292,"As good as this looks and feels, This trailer reveals too much, which is a Bummer! "
2293,I am so excited for Ram Setu 
2294,It is going to be blockbuster now Bollywood knows the real value of our culture. it is possible because of awareness of our society to show secularist we can't accept any kind of demorality of our culture jai shree ram
2295,Shayad kuchh achha hone vala hai is Bollywood movie me
2296,"Goose Bumps Starts here 01:17
"
2297,Total Block Buster Trailer 
2298,Congratulations for Another BADASS VFX
2299,"  I am YouTuber
मैं You tuber हूँ
Mera motivational channel hai
 मेरा मोटिवेशनल चैनल है
मेरे channel से आपको help हो सकती है 
Nice video "
2300,Good movie to watch on this Diwali 
2301,Vfx is not that bad as we think hope it delivers what we expect
2302,"  I am YouTuber
मैं You tuber हूँ
Mera motivational channel hai
 मेरा मोटिवेशनल चैनल है
मेरे channel से आपको help हो सकती है 
Nice video "
2303,"  I am YouTuber
मैं You tuber हूँ
Mera motivational channel hai
 मेरा मोटिवेशनल चैनल है
मेरे channel से आपको help हो सकती है 
Nice video "
2304,"  I am YouTuber
मैं You tuber हूँ
Mera motivational channel hai
 मेरा मोटिवेशनल चैनल है
मेरे channel से आपको help हो सकती है 
Nice video "
2305,"  I am YouTuber
मैं You tuber हूँ
Mera motivational channel hai
 मेरा मोटिवेशनल चैनल है
मेरे channel से आपको help हो सकती है 
Nice video "
2306,"  I am YouTuber
मैं You tuber हूँ
Mera motivational channel hai
 मेरा मोटिवेशनल चैनल है
मेरे channel से आपको help हो सकती है 
Nice video "
2307,"  I am YouTuber
मैं You tuber हूँ
Mera motivational channel hai
 मेरा मोटिवेशनल चैनल है
मेरे channel से आपको help हो सकती है 
Nice video "
2308,"Abeyy yar!
Trailer se hi VFX tattii lg rha hai "
2309,0:58 there is Buddha statue
2310,Goosebumps  jai shree ram
2311,I think this movie will super hit
2312,Loved the trailer. It thus happened ! Period...
2313,"Concept acha h lekin vfx k liye thoda or time lelete to sahi rehta, mtlb kuch bhi."
2314,Goosebumps and full excitement...khiladi kumar is back
2315,Background sound is very logical and good ️️
2316,"8 से 10 करोड़ की ओपनिंग पहला सप्ताह 35 करोड़ ओवर ऑल 75 करोड़ कलेक्शन फ्लॉप होगी फिल्म ।
सब्जेक्ट अच्छा हैं लेकिन पब्लिक को सिनेमा हॉल तक खींचने में नाकामयाब रहेगी राम सेतु ।"
2317,"The BGM-'Ram Ram' gives Goosebumps...
Jai shree Ram "
2318,"#Aakhya sir apka koi film nehin chalega 
Chalega to sirf Bimal ka add
Jao wohi Karo jao ye sab nehin hoga"
2319,Super flof
2320,Cashed in on the patriots.
2321,"Ram naam se goosebumps aa gaye 
Jai shree Ram "
2322,Shree ram ram setu Wali movie dekhene ko jyage cinema  hall me
2323,Sanatan board se hri jhandi film ko har har mahadev
2324,Humble
2325,Super folo
2326,#BoycottRamSetu️
2327,"राम shatu 7000 year old नहीं h
Ram setu 700000 years old h
Detail तो lelethe चले h ram shatu movie bnane"
2328,Because  covid  all  Indian movie stars United.
2329,One of the best thingh about dude is that he newer takes cradet for him self when he achieves something. He always respct us the audience and his team and he is alwoys polite in all off the Phone number ooska mere ki hai na ki nahi
2330,देखते हैं 🇮🇳🇮🇳🇮🇳 इस तिरंगे को कितने लाइक मिलते हैं
2331,Goosebumps loading What a trailer Jai Shree Ram
2332,"BOLLYWOOD AB SHREE RAM KE BHROSE HAI 
JAI SHREE RAM"
2333,देखते हैं 🇮🇳🇮🇳 इस तिरंगे को कितने लाईक मिलते हैं
2334,An complete adventurous ride loading this diwali can't wait at all Akshay sir ️️️️
2335,#Boycott_Bollywood
2336,AK is bak
2337,Blockbuster
2338,"I am youtuber
मैं एक यूट्यूबर हूं 
Mera editz channel hai
मेरा एडिट्ज चैनल है
मेरे चैनल से हेल्प हो सकता हैं 
Nice video"
2339,Only mythology
2340,Finally the wait is over now it's time to see Akshay kumar new movie with popcorn  
2341,Looks awesome
2342,Filop actor
2343,Funny graphics
2344,"Finnally..
Something different from Bollywood ."
2345,Bollywood se naa ho payega... 
2346,जय गणेश bhagwan की जय गणेश जी महाराज की जय गणेश bhagwan की जय भोले पार्वती की जय लक्ष्मी नारायण की
2347,"Who else got the shivaji add before watching ram setu trailer  
Btw I loveddd the trailer great concept great actors hats off to the whole team of ram setu 
JAI SHREE RAM "
2348,jitne paiso mai ye movie banaya ... utne hi paiso mai sahi ka research karr leta jaake waha ..
2349,Sabas 
2350,"Amazing trailer full goosebumps 
Jai shree ram "
2351,This is amazing
2352,Jakwilin Fernandes hai movie me to film pit gayi samjho
2353,Kuchh logic hai is baat mein
2354,"What's a mind blowing trailer.
One of most blockbuster ️"
2355,Bhai ye kya he bawal cHal raha hei.. sidha ram sethu pe attack....  Ram sethu se kya dushmani hei inhey.... Wo environment ko kuch effect kar raha hei kya... Kuch bhi.... Govt kabhi ye order pass he nahi karegi.. Agar karenge tho insey chutiy* aur kohi nahi honge.... 
2356,Ang from pakistan
2357,Goosebumps hope this film not disappoint 
2358,"I am predicting right now. 

In the ending, Akshay Kumar will find the Ram Setu and will keep the secret with him. And will not tell anyone. So that, no one can destroy it."
2359,Woh dilwale doob jayenge Jin me nahi hai Ram ..Wo pathhar phi tairenge jinpe likha hua shri Ram... Let's make this the most liked comment ... Jai shree Ram
2360,history means  His+story... Truth always a mystery
2361,It's a M minded M
2362,Blockbuster movie 
2363,Super floo
2364,Kya Bawasir tha be ye
2365,Goosebumps 
2366,"I am YouTuber 
  मैं You tuber हू
 Mera Tech Channel Hai 
   मेरा टेक चैनल 
मेरा Channel कहो आपका मदद हो सकाता हाई
 Nice video "
2367,"I am YouTuber 
  मैं You tuber हू
 Mera Tech Channel Hai 
   मेरा टेक चैनल 
मेरा Channel कहो आपका मदद हो सकाता हाई
 Nice video "
2368,"Ye movie aag laga degi boss 
JAY SHREE RAM "
2369,"I am YouTuber 
  मैं You tuber हू
 Mera Tech Channel Hai 
   मेरा टेक चैनल 
मेरा Channel कहो आपका मदद हो सकाता हाई
 Nice video "
2370,"I am YouTuber 
  मैं You tuber हू
 Mera Tech Channel Hai 
   मेरा टेक चैनल 
मेरा Channel कहो आपका मदद हो सकाता हाई
 Nice video "
2371,Come here only for Satyadev 
2372,Phela bar is aksya na koi acha kam kiya
2373,This is much better than adipurush
2374,Akshay is back... finally
2375,Ek or ache topic ko barbad karne ke  liye akshay kumar tayar hain jaldbazi me movie banake example mission mangal
2376,Ram setu to nai dika..bhudha ki murti diki...
2377,Love from Russia..... Jai shree ram🇮🇳🇷🇺
2378,Yes film kab Nikle ga
2379,"Goosebumps every moment 
Glad to see a movie coming on this topic. 
Jai Shri Ram "
2380,Ram k naam p
2381,Sir aap jake VIMAL bhejo
2382,What a Mind-blowing Trailer SURESHOT BLOCKBUSTER
2383,"Pj bhai nahi dek rahae he
Kaha gae"
2384,"Extremely good VFXs again...
Since negative comments gets censored "
2385,"Jai Shree Ram, But Ye Movie Mujhe Kyu 40 Din Waali Lg Rahi Hai "
2386,"Akshay sir excellent  action acting
It is Blockbuster ️"
2387,"Bollywood waloh ko aakhir kar ram ka naam leyna hi pda paaglo phle smj jate toh ye haal na hota 
Ab bolo mil ker 
Jai shree Ram"
2388,Kya Draama hai ye
2389,Blockbuster 
2390,BGM
2391,
2392,Ramsethu... Not increase India economy encrage. BJP vote bank 
2393,Jay shri ram  जो राम का भक्त होगा वही सपोर्ट करेगा जय श्री राम 
2394,Ramsetu at the End :- Ajib Jabardasti hai.
2395,#Boycott_Bollywood
2396,"This movie is similar to Karthikeya 2 
Same story line but character are different"
2397,Subject tho accha hai par picture pata nhi kaisi hogi
2398,Vfx ka kaam shi tarike se krna kb seekhoge??
2399,1:54 Jay shree Ram 
2400,#Boycott_Bollywood
2401,Akshay kumar never disappoints his fans at all.
2402,#Boycott_Bollywood
2403,"Akshay Kumar is back to give us the 4th consecutive blockbuster like Prithviraj, Bacchan Pandey this year "
2404,#Boycott_Bollywood
2405,A Canadian actor protecting India's history
2406,"हमारे बड़े बुजुर्ग  पहले किसी से मिलते थे तो  उनका इक ही शब्द होता था / राम राम सा ..........................?
अब देखो नई पीडी को  गुड मोरनिग ॥ गुड आफ़तेर्नून  गुड नाइट 
ये  राम का अर्थ हि  यानि की रा का  रहस्य  म का मे स्येम   यानि राम को आप को कही  भी दूडने की जरूरत नही हे / वह तो आप के हर्ध्य मे बस्ता हे /
अगर दूसरे धर्म के लोगो ने इतिहास नहीं देखा तो ब्राह्मी लिपि जिसे प्राचीन काल में संस्कृत भाषा लेखन के लिए प्रयोग होता था। उस समय पूरी दुनिया मे सिर्फ ये ही लिपि चलती थी /"
2407,"Jai shree Ram ️ 
Goosebumps "
2408,"A new concept, but the storyline looks messy - too many elements. Good luck"
2409,"I am YouTubeer 
️️ मैं यूट्यूब हु ️️
My short vedio is amezing 
 मेरा वीडियो बहुत अच्छा है 
 SHORT
 शॉर्ट "
2410,गर्व से कहो हिंदू है हम 
2411,What is setu
2412,What is setu
2413,Very nice movie ️️️️️
2414,Bas ess movie me romance mat dal Dena
2415,Its right ki tollywood ki films jyada better hoti hai as compared to Bollywood but  support dono ko karna chahiye stop boycott yrr think about the jdp of the India and due to covid kitne piche chala gya we want the United India kab tak progressing me rahenge yrr but it's all depends on new generation but today they are only focused on only boycott not thinking about the India 🇮🇳🇮🇳
2416,This movie is going to be a blockbuster movie for AKSHAY SIR 
2417,"️️ I am youtuber 
        मैं यूट्यूबर हूँ 
     My channel vlog 
  मेरा चैनल व्लॉग का है
मेरे चैनल से आपको हेल्प हो सकता "
2418,"️️ I am youtuber 
        मैं यूट्यूबर हूँ 
     My channel vlog 
  मेरा चैनल व्लॉग का है
मेरे चैनल से आपको हेल्प हो सकता "
2419,Sab Ram ji ki Mahima hai Bolo Jai Shitaram 
2420,"I am YouTuber
मे यूटूबर हूँ 
Mera Editing channel hai 
मेरा एडिटिंग चैंनल है 
Mera channel se aapka help  ho sakta hai मेरा चैंनल से आपका   हेल्प हो सकता है       
 
  Nice Video u"
2421,Chalo ram ke name pe film bana bhi lo but chalegi?
2422,"Blockbuster ye toh jayegi hee no doubt , goosebumps  coming again Akshay paazi love you sir to showing our history JAI SRI RAM️"
2423,Itni bakchodi kese krlety ho bhae 
2424,Vimal kumar
2425,Jai shree ram ️️️
2426,Amazing!!!
2427,"Iam youtuber
में एक यूट्यूब र हूं 
️Mera ek gaming channel he️
मेरा एक गेमिंग चैनल है 
मेरे channel se आपकी हेल्प ho Shakti   hai
Nice video "
2428," I am YouTuber 
 मैं YouTuber हूं 
 Mera Tech And Gaming Channel Hai 
 मेरा टेक और गेमिंग चैनल है 
 मेरे Channel से आपका मदद हो सकता है 
 Nice Video "
2429,Trailer ka last scene epic tha goosebumps hue muh se ek hi aawaz nikali JAI JAI SHRI RAM 
2430,Lovely BGM... RamRamRam...
2431, beautiful 
2432," I am YouTuber 
 मैं YouTuber हूं 
 Mera Tech And Gaming Channel Hai 
 मेरा टेक और गेमिंग चैनल है 
 मेरे Channel से आपका मदद हो सकता है 
 Nice Video "
2433," I am YouTuber 
 मैं YouTuber हूं 
 Mera Tech And Gaming Channel Hai 
 मेरा टेक और गेमिंग चैनल है 
 मेरे Channel से आपका मदद हो सकता है 
 Nice Video "
2434,Jai shri ram....... Like
2435," I am YouTuber 
 मैं YouTuber हूं 
 Mera Tech And Gaming Channel Hai 
 मेरा टेक और गेमिंग चैनल है 
 मेरे Channel से आपका मदद हो सकता है 
 Nice Video "
2436,Adipurush se 100times better hain in every expect. Nice 
2437," I am YouTuber 
 मैं YouTuber हूं 
 Mera Tech And Gaming Channel Hai 
 मेरा टेक और गेमिंग चैनल है 
 मेरे Channel से आपका मदद हो सकता है 
 Nice Video "
2438,Goosebumps overload 
2439,This is what billions of Hindus are expecting... This is what changes are needed in Bollywood.... History will be enshrined once again and we unit...
2440,What a master piece music in background
2441," I am YouTuber 
 मैं YouTuber हूं 
 Mera Tech And Gaming Channel Hai 
 मेरा टेक और गेमिंग चैनल है 
 मेरे Channel से आपका मदद हो सकता है 
 Nice Video "
2442," I am YouTuber 
 मैं YouTuber हूं 
 Mera Tech And Gaming Channel Hai 
 मेरा टेक और गेमिंग चैनल है 
 मेरे Channel से आपका मदद हो सकता है 
 Nice Video "
2443,Jay shree ram ️️
2444," I am YouTuber 
 मैं YouTuber हूं 
 Mera Tech And Gaming Channel Hai 
 मेरा टेक और गेमिंग चैनल है 
 मेरे Channel से आपका मदद हो सकता है 
 Nice Video "
2445," I am YouTuber 
 मैं YouTuber हूं 
 Mera Tech And Gaming Channel Hai 
 मेरा टेक और गेमिंग चैनल है 
 मेरे Channel से आपका मदद हो सकता है 
 Nice Video "
2446,Jai Shri Ram 
2447,The best thing is this it is not a remake
2448,"Sabko ram setu or uspar banane wali movie ki pari hai lekin kisi ko ram ji ke gyan se koi mtlb nahi kiuki gyan me keya hai bass upar se dikhna chahiye ki ram bhakt hai .
Aik baat hamesa yad rakhiyega ki hamara desh fir se gulam na bane kiuki humne gyan se jyada setu jaise pratiko ko aihmiyat de di hai .
Aaj bhagawan ram se kisi ko pyar nahi hai ager hota to wo sabse pahale yogwasist saar padhte or samajhte or mansahar ruk jaata ."
2449,"I am youtuber 
मै Youtuber हु 
 Mera gaming channel hai 
️मेरा गेमिग चैनल है ️
 मेरे Channel से आपका हेल्प  हो सकता है 
Nice video "
2450,Ye hui na baat.....l u bollywood 
2451,"I am youtuber 
मै Youtuber हु 
 Mera gaming channel hai 
️मेरा गेमिग चैनल है ️
 मेरे Channel से आपका हेल्प  हो सकता है 
Nice video "
2452,"I am youtuber 
मै Youtuber हु 
 Mera gaming channel hai 
️मेरा गेमिग चैनल है ️
 मेरे Channel से आपका हेल्प  हो सकता है 
Nice video "
2453,Ram Setu is upcoming blockbuster movie of Akshay Kumar Sir 
2454,Best  hai https://youtu.be/cGyp1A1vPMo
2455,What is the use of Ram Setu.Any body travelling on Ram Setu? What for this constructed?For any use of people?
2456,Ekdam mast hai bhi
2457,Ye Kya Bawasir Bana Diya Hai be
2458,got the goosebumps watching this trailer as same as the Karthikeya 2 movie gave the thrill
2459,BOYCOTT BOLLYWOOD 
2460,Ye Taliban kaha se aa gaya.
2461,King Akki is back with a bang!!! ️
2462,"Is baar fir BJP RAAMBHAROSE.....
But this time  ADVERTISEMENT through movie...."
2463,कौन कौन अपने माता-पिता के चरणो में स्वर्ग मानता है यह मानता होगा वही लाइक और सब्सक्राइब करके बताएं I love my mom dad I love my all friends
2464,Last dialogue give me goosebumps ️ Jai shri Ram 
2465,"I am YouTuber 
मैं यूट्यूबर हु
Mera gaming channel hai
मेरा गैमिंग चैनल है 
mere channel se apka entertainment ho sakta hai
मेरे चैनल से आपका एंटरटेनमेंट हो सकता है

️NICE VIDEO ️"
2466,"This looks quite interesting, i bet the earnings will be 500cr+"
2467,Itna gaadi mein dum hua hai koi jhatu bridge tod dega
2468,️
2469,"I am YouTuber 
मैं यूट्यूबर हु
Mera gaming channel hai
मेरा गैमिंग चैनल है 
mere channel se apka entertainment ho sakta hai
मेरे चैनल से आपका एंटरटेनमेंट हो सकता है

️NICE VIDEO ️"
2470,Epic! Goosebumps ️‍️‍️‍🫶🫥
2471,"I am YouTuber 
मैं यूट्यूबर हु
Mera gaming channel hai
मेरा गैमिंग चैनल है 
mere channel se apka entertainment ho sakta hai
मेरे चैनल से आपका एंटरटेनमेंट हो सकता है

️NICE VIDEO ️"
2472,"That's why I always trust Akshay 
He is just 
&
The last scene "
2473,"Wow 
Looks promising. Adventure movies are always fun. This one will not only entertain but also educate us of our history. Hope it will work good "
2474,"I am YouTuber 
मैं यूट्यूबर हु
Mera gaming channel hai
मेरा गैमिंग चैनल है 
mere channel se apka entertainment ho sakta hai
मेरे चैनल से आपका एंटरटेनमेंट हो सकता है

️NICE VIDEO ️"
2475,omg looks good
2476,"1:13 Goosebumps start, 1:23 Goosebumps on the peek "
2477,"I am YouTuber 
मैं यूट्यूबर हु
Mera gaming channel hai
मेरा गैमिंग चैनल है 
mere channel se apka entertainment ho sakta hai
मेरे चैनल से आपका एंटरटेनमेंट हो सकता है

️NICE VIDEO ️"
2478,Kahi ye remake tho nahi?
2479,Extreme goosebumps Ram Ram in background is giving extra goosebumps jai sri ram
2480,"I Am You Tuber
Mera Tech Channel 
Channel se apaka help hosakta hai
️️Nice video️️"
2481,VFX review 10 mai se 2 deta hu.
2482,Jay shree ram ️️️️️
2483,Better than adipurush
2484,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho पे sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2485,Blockbuster Written.. Duniya Me Ram Ji Ke Lakho Mandir Hai Bt Ramsetu Sirf Ek... 
2486,India ka to ye h he nhi kisi dusre desh ki nagrokta lerakhi h isne ye feer indian he nhi hua jise apne desh se he pyar nhi h to
2487,BOYCOTT
2488,Dil jeet liya trailer ne ram setu
2489,Garv se kaho Hindustani h
2490,If this will Portray Hinduism and its History in Good way then for sure It is Blockbuster otherwise.....
2491,i am YoTube mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2492,Block buster loading....Waiting for Akki sir
2493,"I am new YouTube bar 
Mera teg channel he #photography 
Mere channel se aapko halp ho sakti he
      Nice video"
2494,"I am new YouTube bar 
Mera teg channel he #photography 
Mere channel se aapko halp ho sakti he
      Nice video"
2495,It will be a superhit movie ..diwali dhamaka.. awesome trailer..जय श्री राम 
2496,"yr thike ram setu ki kahani h , I want to know about it more , I worship ram 
but iska mtlb ye ni h ki movie or trailer ko bhi jabardasti acha bolu 
Tatti VFX , adipurush ka budget Jo bacha use use kr k bna diya lg rha h , I had high expectations from the movie, I hope they have story and performances so good that ye sb bhul jae log"
2497,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2498,"Duniya me shri ram ke sekdo mandir hai, lekin setu sirf ek"
2499,"Still better from Adipurush ... ...Not gonna watch Adipurush with Genz Raavan and wrongly portrayed our Ramayana with worst vfx...
But ,This seems epic a fresh story based on our History ..This could be the comeback for Akshay Sir ,At least He is Now portraying the role for his age ..."
2500,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2501,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2502,1:14 ram ram bgm start is just 
2503,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2504,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2505,Indian cinema ka official Bap Mega star Akshay Kumar 
2506,2:11 is the best part in the trailerGoosebumps 
2507,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2508,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2509,Jai Shree Ram ️
2510,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2511,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2512,This is The Akshay Kumar I love ️
2513,"Jai Shri Ram 
It's duty of our constitutional bodies that they must  protect our heritages and flourish them......
Ram setu is pride for every BHARTIYA......"
2514,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2515,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2516,Ye hui na baat 
2517,mai YouTuber hu  mera tech chanel hai मेरा टेक चैनल है  mere chanel  se aapk help ho sakta hai मेरे चैनल से आपका हेल्प हो सकता हैं  ️️nice video ️️
2518, main ek youtuber hun मैं एक यूटूबर हु  mere channel se aapka help ho sakta hai  मेरे चैनल से आपका हेल्प हो सकता है  Mera channel ka naam hai Bhojpuri and Hindi music  मेरा चैनल का नाम है भोजपुरी एंड हिंदी म्यूजिक
2519,"Ram is lifeline of India
Jay shree ram "
2520, main ek youtuber hun मैं एक यूटूबर हु  mere channel se aapka help ho sakta hai  मेरे चैनल से आपका हेल्प हो सकता है  Mera channel ka naam hai Bhojpuri and Hindi music  मेरा चैनल का नाम है भोजपुरी एंड हिंदी म्यूजिक
2521, main ek youtuber hun मैं एक यूटूबर हु  mere channel se aapka help ho sakta hai  मेरे चैनल से आपका हेल्प हो सकता है  Mera channel ka naam hai Bhojpuri and Hindi music  मेरा चैनल का नाम है भोजपुरी एंड हिंदी म्यूजिक
2522,Total goosebumps when the bgm runs it gone be insane.Na north na south iss baar sirf JAI SHREE RAM️️
2523, main ek youtuber hun मैं एक यूटूबर हु  mere channel se aapka help ho sakta hai  मेरे चैनल से आपका हेल्प हो सकता है  Mera channel ka naam hai Bhojpuri and Hindi music  मेरा चैनल का नाम है भोजपुरी एंड हिंदी म्यूजिक
2524,Hope Fernandez won’t spoil it and hope will cross 60-70 crs
2525, main ek youtuber hun मैं एक यूटूबर हु  mere channel se aapka help ho sakta hai  मेरे चैनल से आपका हेल्प हो सकता है  Mera channel ka naam hai Bhojpuri and Hindi music  मेरा चैनल का नाम है भोजपुरी एंड हिंदी म्यूजिक
2526,Blockbuster written on Cards 
2527," I am YouTuber 
  में YouTuber हूं 
 Mera Travelling Channel hai 
  मेरा Travelling चेनल है 
 मेरे Channel से आपका हेल्प हो सकता है 
  Nice Video "
2528," I am YouTuber 
  में YouTuber हूं 
 Mera Travelling Channel hai 
  मेरा Travelling चेनल है 
 मेरे Channel से आपका हेल्प हो सकता है 
  Nice Video "
2529,"This Is Epic 
Ram Setu Will Be Blockbuster "
2530,"ভালো রাখার মালিক 
           উপরওয়ালা!
      যেমন আছি 
আলহামদুলিল্লাহ!"
2531," I am YouTuber 
  में YouTuber हूं 
 Mera Travelling Channel hai 
  मेरा Travelling चेनल है 
 मेरे Channel से आपका हेल्प हो सकता है 
  Nice Video "
2532," I am YouTuber 
  में YouTuber हूं 
 Mera Travelling Channel hai 
  मेरा Travelling चेनल है 
 मेरे Channel से आपका हेल्प हो सकता है 
  Nice Video "
2533,What a huge scale.. What an excellent Film.. Having goosebumps. 
2534," I am YouTuber 
  में YouTuber हूं 
 Mera Travelling Channel hai 
  मेरा Travelling चेनल है 
 मेरे Channel से आपका हेल्प हो सकता है 
  Nice Video "
2535,"The last scene of the trailer seemed like the gonna be the most iconic one of the movie: 
Akshay is about to drown........may be he wrote ""Ram"" on some of those stones of the Setu......and guess what...... It starts to float!"
2536," I am YouTuber 
  में YouTuber हूं 
 Mera Travelling Channel hai 
  मेरा Travelling चेनल है 
 मेरे Channel से आपका हेल्प हो सकता है 
  Nice Video "
2537," I am YouTuber 
  में YouTuber हूं 
 Mera Travelling Channel hai 
  मेरा Travelling चेनल है 
 मेरे Channel से आपका हेल्प हो सकता है 
  Nice Video "
2538,01:42 Goosebumps ️️️
2539,As  a Canidian citizen I want this movie to be superhit wrna akki yaha aa jaega.  Jai shree Raam
2540," I am YouTuber 
  में YouTuber हूं 
 Mera Travelling Channel hai 
  मेरा Travelling चेनल है 
 मेरे Channel से आपका हेल्प हो सकता है 
  Nice Video "
2541," I am YouTuber 
  में YouTuber हूं 
 Mera Travelling Channel hai 
  मेरा Travelling चेनल है 
 मेरे Channel से आपका हेल्प हो सकता है 
  Nice Video "
2542,"हुंकार भरे गगन सारा, समुंदर छोड़े अपना किनारा,काँपे धरती काँपे अम्बर, जब गूंजे जय श्री राम का नारा ।।

जय श्री राम"
2543," I am YouTuber 
  में YouTuber हूं 
 Mera Travelling Channel hai 
  मेरा Travelling चेनल है 
 मेरे Channel से आपका हेल्प हो सकता है 
  Nice Video "
2544,"Jai Shri ram! 

We live in HINDUstan— the country of lord Ram."
2545,Jay shree RAM 
2546,Rest in Peace Physics
2547," I am YouTuber 
  में YouTuber हूं 
 Mera Travelling Channel hai 
  मेरा Travelling चेनल है 
 मेरे Channel से आपका हेल्प हो सकता है 
  Nice Video "
2548," I am YouTuber 
  में YouTuber हूं 
 Mera Travelling Channel hai 
  मेरा Travelling चेनल है 
 मेरे Channel से आपका हेल्प हो सकता है 
  Nice Video "
2549,"Godfather of Indian cinema is back 
Real self-made Megastar Action king Akshay Kumar ️"
2550,Far Better than Adhipursh
2551,Movie ki Link https://youtu.be/MiFoETgyfT0
2552,मस्त मूवी बॉलीवुड की तरह भंगार मूवी नाहीये अच्छी चलेगी और हम सबका विश्वास आहे की राम सेतू सुपर डुपर ब्लॉकबस्टर होगी क्यूकी मर्यादा पुरुषोत्तम श्रीराम के बारेमे वी मे बताया है और ये अच्छी मूवी है बॉलीवुड के गंदी विचारो से ये मूवी नही होगी ऐसा विचार कर हम भी मूवी को सपोर्ट करेंगे
2553,Blockbuster 
2554,Top level waste
